event_id,gross,cost_1x,net,round_trips
FOMC_2024_07_31,0.0006863799238100848,0.00013579030288081624,0.00041479931804845236,6.0
FOMC_2024_09_18,0.009338196538906461,6.876451480820348e-05,0.009200667509290054,3.0
FOMC_2024_11_07,0.00567845104586201,5.3539810622688945e-05,0.005571371424616632,2.0
FOMC_2024_12_18,0.007008893894738928,0.00026163845386010967,0.0064856169870187086,7.0
FOMC_2025_01_29,-0.0058426383922043175,6.648595783327583e-05,-0.005975610307870869,1.0
FOMC_2025_03_19,0.000735739617716261,0.00035446397895329604,2.6811659809668746e-05,11.0
FOMC_2025_05_07,-0.0024496224678817666,0.00030571921076976663,-0.0030610608894212996,7.0
FOMC_2025_06_18,0.0,0.0,0.0,0.0
FOMC_2025_07_30,0.0,0.0,0.0,0.0
FOMC_2025_09_17,0.0,0.0,0.0,0.0
FOMC_2025_10_29,0.0,0.0,0.0,0.0
FOMC_2025_12_10,0.004283137728835044,0.0003653047796519906,0.0035525281695310625,6.0
